field_position_id,surface,message,field_path,charging_relevance,constraint_ids,scenario_ids
FP-0605,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv4Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0606,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv6Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0607,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.chooseId,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0608,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.length,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0609,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.apnOrDnn,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0610,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.CHV6,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0611,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.IPV6D,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0612,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.SD,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0613,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.V4,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64
FP-0614,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.V6,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64
FP-0615,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv4Address,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0616,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6Address,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0617,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6PrefixDelegationBits,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0618,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.UE IP address.ipv6PrefixLength,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0619,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Traffic Endpoint ID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0620,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.BID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0621,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.FL,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0622,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.SPI,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0623,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.TTC,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0624,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.FD,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0625,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescriptionLength,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64
FP-0626,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowDescription,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64
FP-0627,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.tosTrafficClass,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0628,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.securityParameterIndex,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0629,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.flowLabel,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0630,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.SDF Filter.sdfFilterId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0631,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Application ID,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A12 | T2-A64
FP-0632,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet PDU Session Information,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0633,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter ID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0634,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter Properties,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0635,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.MAC address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0636,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.Ethertype,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0637,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.C-TAG,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0638,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.S-TAG,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0639,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.BID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0640,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FL,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0641,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.SPI,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0642,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.TTC,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0643,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FD,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0644,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescriptionLength,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64
FP-0645,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescription,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64
FP-0646,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.tosTrafficClass,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0647,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.securityParameterIndex,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0648,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowLabel,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0649,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.sdfFilterId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0650,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.QFI,DIRECT,T2-R05 | T2-R08 | T2-R16 | T2-R22 | T2-R24,T2-A06 | T2-A14 | T2-A64
FP-0651,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Framed-Route,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0652,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Framed-Routing,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0653,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Framed-IPv6- Route,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0654,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Source Interface Type,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0655,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info.IP Multicast Address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0656,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info.Source IP Address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0657,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.DNS Query Filter,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0658,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.MBS Session Identifier,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64
FP-0659,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.PDI.Area Session ID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64
FP-0660,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Outer Header Removal,DIRECT,T2-R05 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A20 | T2-A64
FP-0661,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.FAR ID.farId,DIRECT,T2-R05 | T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A21 | T2-A64
FP-0662,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.URR ID.urrId,DIRECT,T2-R05 | T2-R07 | T2-R10 | T2-R16 | T2-R24,T2-A06 | T2-A22 | T2-A25 | T2-A64
FP-0663,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.QER ID.qerId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0664,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Activate Predefined Rules,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A19 | T2-A64
FP-0665,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Activation Time,DIRECT,T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64
FP-0666,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Deactivation Time,DIRECT,T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64
FP-0667,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.MAR ID.marId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0668,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Packet Replication and Detection Carry-On Information,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0669,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info.IP Multicast Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0670,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info.Source IP Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0671,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.UE IP address Pool Identity,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0672,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.MPTCP Applicable Indication,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0673,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Transport Delay Reporting.Preceding UL GTP-U Peer,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0674,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.Transport Delay Reporting.DSCP,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0675,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create PDR.RAT Type,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A53 | T2-A64
FP-0676,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.FAR ID.farId,RELATIONAL,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A21 | T2-A57 | T2-A64
FP-0677,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.DROP,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64
FP-0678,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.FORW,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64
FP-0679,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.BUFF,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0680,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.NOCP,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0681,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.DUPL,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64
FP-0682,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.IPMA,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0683,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.IPMD,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0684,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.DFRT,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64
FP-0685,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.EDRT,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0686,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.BDPN,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0687,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Apply Action.DDPN,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64
FP-0688,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface.interfaceValue,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0689,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface.interfaceType,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0690,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance.length,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A62 | T2-A64
FP-0691,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance.apnOrDnn,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0692,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Redirect Information,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0693,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Outer Header Creation,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0694,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Transport Level Marking,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0695,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Forwarding Policy,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0696,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Header Enrichment,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0697,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Linked Traffic Endpoint ID,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0698,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Proxying,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0699,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface Type,DEPLOYMENT,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64
FP-0700,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.Forwarding Parameters.IP Address and Port Number Replacement,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0701,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create FAR.BAR ID.barId,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0702,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.URR ID.urrId,DIRECT,T2-R07 | T2-R10 | T2-R16 | T2-R24,T2-A23 | T2-A28 | T2-A64
FP-0703,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Measurement Method.EVENT,DIRECT,T2-R07 | T2-R11 | T2-R16 | T2-R24,T2-A23 | T2-A30 | T2-A64
FP-0704,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Measurement Method.VOLUM,DIRECT,T2-R07 | T2-R11 | T2-R16 | T2-R24,T2-A23 | T2-A29 | T2-A30 | T2-A64
FP-0705,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Measurement Method.DURAT,DIRECT,T2-R07 | T2-R11 | T2-R16 | T2-R24,T2-A23 | T2-A30 | T2-A64
FP-0706,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.PERIO,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0707,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.VOLTH,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0708,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.TIMTH,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0709,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.QUHTI,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0710,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.START,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0711,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.STOPT,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0712,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.DROTH,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0713,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.LIUSA,DIRECT,T2-R07 | T2-R12 | T2-R14 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A39 | T2-A64
FP-0714,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.VOLQU,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0715,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.TIMQU,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0716,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.ENVCL,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0717,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.MACAR,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0718,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.EVETH,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0719,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.EVEQU,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0720,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.TEBUR,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0721,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.IPMJL,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0722,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.QUVTI,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0723,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.EMRRE,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0724,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Reporting Triggers.UPINT,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A31 | T2-A32 | T2-A64
FP-0725,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Measurement Period,DIRECT,T2-R07 | T2-R11 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A35 | T2-A64
FP-0726,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Volume Threshold,DIRECT,T2-R07 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A33 | T2-A64
FP-0727,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Volume Quota,DIRECT,T2-R07 | T2-R12 | T2-R13 | T2-R15 | T2-R16 | T2-R24,T2-A23 | T2-A34 | T2-A64
FP-0728,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Event Threshold,DIRECT,T2-R07 | T2-R11 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A36 | T2-A64
FP-0729,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Event Quota,DIRECT,T2-R07 | T2-R11 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A36 | T2-A64
FP-0730,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Time Threshold,DIRECT,T2-R07 | T2-R11 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A35 | T2-A64
FP-0731,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Time Quota,DIRECT,T2-R07 | T2-R11 | T2-R12 | T2-R13 | T2-R16 | T2-R24,T2-A23 | T2-A35 | T2-A64
FP-0732,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Quota Holding Time,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A45 | T2-A64
FP-0733,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Dropped DL Traffic Threshold,DIRECT,T2-R07 | T2-R16 | T2-R24,T2-A23 | T2-A64
FP-0734,T2,PFCP Session Modification Request,PFCP Session Modification Request.Create URR.Quota Validity Time,DIRECT,T2-R07 | T2-R12 | T2-R16 | T2-R24,T2-A23 | T2-A45 | T2-A64
