field_position_id,surface,message,field_path,charging_relevance,constraint_ids,scenario_ids
FP-1965,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.lai.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1966,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.lai.lac,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1967,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.rai.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1968,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.rai.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1969,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.rai.lac,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1970,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.rai.rac,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1971,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.vlrNumber,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1972,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.mscNumber,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1973,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.ageOfLocationInformation,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A56 | T4N-A70
FP-1974,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.ueLocationTimestamp,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A56 | T4N-A70
FP-1975,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.geographicalInformation,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1976,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.userLocationInformation.geraLocation.geodeticInformation,DIRECT,T4N-R11 | T4N-R16 | T4N-R20 | T4N-R21,T4N-A37 | T4N-A55 | T4N-A70
FP-1977,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.uetimeZone,DIRECT,T4N-R11 | T4N-R13 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A72
FP-1978,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.praId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1979,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.additionalPraId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1980,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.presenceState,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1981,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.trackingAreaList.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1982,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.trackingAreaList.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1983,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.trackingAreaList.tac,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1984,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.trackingAreaList.nid,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1985,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ecgiList.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1986,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ecgiList.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1987,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ecgiList.eutraCellId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1988,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ecgiList.nid,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1989,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ncgiList.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1990,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ncgiList.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1991,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ncgiList.nrCellId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1992,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.ncgiList.nid,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1993,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1994,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1995,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.n3IwfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1996,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.gNbId.bitLength,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1997,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.gNbId.gNBValue,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1998,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.ngeNbId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-1999,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.wagfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2000,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.tngfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2001,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.nid,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2002,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globalRanNodeIdList.eNbId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2003,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.plmnId.mcc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2004,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.plmnId.mnc,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2005,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.n3IwfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2006,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.gNbId.bitLength,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2007,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.gNbId.gNBValue,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2008,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.ngeNbId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2009,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.wagfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2010,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.tngfId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2011,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.nid,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2012,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.presenceReportingAreaInformation.globaleNbIdList.eNbId,DIRECT,T4N-R11 | T4N-R16 | T4N-R20,T4N-A37 | T4N-A57
FP-2013,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.rATType,DIRECT,T4N-R11 | T4N-R20,T4N-A37
FP-2014,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFName,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2015,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFIPv4Address,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2016,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFIPv6Address,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2017,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFPLMNID.mcc,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2018,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFPLMNID.mnc,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2019,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nodeFunctionality,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2020,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.servingNetworkFunctionInformation.nFFqdn,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2021,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.servingNetworkFunctionID.aMFId,DIRECT,T4N-R04 | T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A52
FP-2022,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.3gppPSDataOffStatus,DIRECT,T4N-R11 | T4N-R14 | T4N-R20,T4N-A37 | T4N-A63
FP-2023,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.3gppChargingId,DIRECT,T4N-R11 | T4N-R20 | T4N-R24,T4N-A03 | T4N-A37 | T4N-A45
FP-2024,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.diagnostics,DIRECT,T4N-R11 | T4N-R20,T4N-A37
FP-2025,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.multipleQFIcontainer.qFIContainerInformation.enhancedDiagnostics,DIRECT,T4N-R11 | T4N-R20,T4N-A37
FP-2026,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.uPFID,DIRECT,T4N-R04,T4N-A12
FP-2027,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.triggerType,DIRECT,T4N-R09 | T4N-R12,T4N-A29 | T4N-A46
FP-2028,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.triggerCategory,DIRECT,T4N-R09 | T4N-R12,T4N-A29 | T4N-A46
FP-2029,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.timeLimit,DIRECT,T4N-R09 | T4N-R12,T4N-A30 | T4N-A46
FP-2030,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.volumeLimit,DIRECT,T4N-R09 | T4N-R12 | T4N-R21,T4N-A30 | T4N-A31 | T4N-A46
FP-2031,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.volumeLimit64,DIRECT,T4N-R09 | T4N-R12 | T4N-R21,T4N-A30 | T4N-A31 | T4N-A46
FP-2032,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.eventLimit,DIRECT,T4N-R09 | T4N-R12,T4N-A30 | T4N-A46
FP-2033,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.maxNumberOfccc,DIRECT,T4N-R09 | T4N-R12,T4N-A30 | T4N-A46
FP-2034,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.triggers.tariffTimeChange,DIRECT,T4N-R09 | T4N-R12 | T4N-R13,T4N-A32 | T4N-A46
FP-2035,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).roamingQBCInformation.roamingChargingProfile.partialRecordMethod,DIRECT,T4N-R12,T4N-A47
FP-2036,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.ratingGroup,DIRECT,T4N-R05 | T4N-R20,T4N-A13 | T4N-A14 | T4N-A16
FP-2037,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.time,DIRECT,T4N-R05 | T4N-R06 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A28 | T4N-A33 | T4N-A34
FP-2038,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.totalVolume,DIRECT,T4N-R05 | T4N-R06 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A28 | T4N-A33 | T4N-A34
FP-2039,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.uplinkVolume,DIRECT,T4N-R05 | T4N-R06 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A28 | T4N-A33 | T4N-A34
FP-2040,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.downlinkVolume,DIRECT,T4N-R05 | T4N-R06 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A28 | T4N-A33 | T4N-A34
FP-2041,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.requestedUnit.serviceSpecificUnits,DIRECT,T4N-R05 | T4N-R06 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A28 | T4N-A33 | T4N-A34
FP-2042,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.uPFID,DIRECT,T4N-R04 | T4N-R05 | T4N-R20,T4N-A12 | T4N-A13
FP-2043,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduIPv4Address,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2044,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduIPv6AddresswithPrefix,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2045,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.pduAddressprefixlength,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2046,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.iPv4dynamicAddressFlag,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2047,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.iPv6dynamicPrefixFlag,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2048,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.addIpv6AddrPrefixes,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2049,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.multihomedPDUAddress.addIpv6AddrPrefixList,DIRECT,T4N-R05 | T4N-R14 | T4N-R19 | T4N-R20,T4N-A13 | T4N-A36
FP-2050,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.serviceId,DIRECT,T4N-R05 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A15 | T4N-A16 | T4N-A17 | T4N-A34
FP-2051,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.quotaManagementIndicator,DIRECT,T4N-R05 | T4N-R08 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A34 | T4N-A35
FP-2052,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.triggerType,DIRECT,T4N-R05 | T4N-R08 | T4N-R09 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A29 | T4N-A34
FP-2053,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.triggerCategory,DIRECT,T4N-R05 | T4N-R08 | T4N-R09 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A29 | T4N-A34
FP-2054,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.timeLimit,DIRECT,T4N-R05 | T4N-R08 | T4N-R09 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A30 | T4N-A34
FP-2055,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).multipleUnitUsage.usedUnitContainer.triggers.volumeLimit,DIRECT,T4N-R05 | T4N-R08 | T4N-R09 | T4N-R10 | T4N-R20 | T4N-R21,T4N-A13 | T4N-A17 | T4N-A30 | T4N-A31 | T4N-A34
